Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1211230,1220379,1099508,1025634
Depreciation & amortization,-,235660,166303,175492
Change in working capital,-,-225080,-159581,12126
Inventory,-,-2528,-2088,19673
Other working capital,-,623349,599222,984095
Other non-cash items,-,5700,6152,6266
Net cash provided by operating activites,-,1137768,953455,1234601
Investments in property plant and equipment,-,-514419,-354233,-250506
Acquisitions net,-,-552202,-,-
Purchases of investments,-,-1023331,-2365925,-4328013
Sales/Maturities of investments,-,85749,4329097,301007
Other investing activites,-,-9887,-5183,254
Net cash used for investing activites,-,-2014090,1603756,-3578250
Net change in cash,-,-2201830,2066883,-2935581
Cash at beginning of period,-,6349588,4282704,7218285
Cash at end of period,-,4147757,6349588,4282704
Operating Cash Flow,-,1137768,953455,1234601
Capital Expenditure,-,-514419,-354233,-250506
Free Cash Flow,-,623349,599222,984095
