Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,5450878000,5526003000,5572906000
Liabilities,,,
Total Liabilities,5214417000,5277069000,5323692000
Stockholders' Equity,,,
Common Stock,102999000,102999000,102999000
Retained Earnings,78804000,78153000,75244000
Total stockholders' equity,234492000,245401000,244454000
Total liabilities and stockholders' equity,5450878000,5526003000,5572906000
