Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1195434,958630,993096,1025212
Liabilities,,,,
Total Liabilities,1082634,874764,904645,940153
Stockholders' Equity,,,,
Common Stock,1116,980.906,978.941,976.516
Retained Earnings,94590,93562,91594,91000
Accumulated other comprehensive income,-789,-14975,-8225,-10719
Total stockholders' equity,112800,83866,88451,85059
Total liabilities and stockholders' equity,1195434,958630,993096,1025212
