Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,143950,210673,206020,194722
Depreciation & amortization,-,153054,138651,126907
Stock based compensation,-,6593,3421,-
Change in working capital,-,-6244,-540,-14796
Inventory,-,-1502,760,-803
Other working capital,-,360833,262826,248111
Other non-cash items,-,21405,8806,18582
Net cash provided by operating activites,-,399498,348447,330421
Investments in property plant and equipment,-,-38665,-85621,-82310
Acquisitions net,-,-30000,-19211,-
Purchases of investments,-,-,-,-6120
Other investing activites,-,-,-7737,99998
Net cash used for investing activites,-,-68665,-112568,11568
Net change in cash,-,240675,207539,290982
Cash at beginning of period,-,1250000,1042460,751478
Cash at end of period,-,1490676,1250000,1042460
Operating Cash Flow,-,399498,348447,330421
Capital Expenditure,-,-38665,-85621,-82310
Free Cash Flow,-,360833,262826,248111
