Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,60337000,65469000,69542000,76741000
Depreciation & amortization,6914000,3162000,2707000,2550000
Change in working capital,-90847000,-26971000,-49645000,-108537000
Inventory,-93486000,-35488000,-54846000,-97917000
Other working capital,-44608000,24009000,8861000,-39006000
Other non-cash items,5184000,6317000,5529000,2332000
Net cash provided by operating activites,-22502000,46578000,17599000,-29616000
Investments in property plant and equipment,-22106000,-22569000,-8738000,-9390000
Purchases of investments,-3611000,-11052000,-15799000,-9880000
Sales/Maturities of investments,9320000,16057000,7644000,5499000
Other investing activites,-235000,-168000,-154000,-245000
Net cash used for investing activites,-29735000,-20043000,-20570000,-13327000
Net change in cash,48006000,48342000,28022000,30994000
Cash at beginning of period,212442000,288768000,260745000,229751000
Cash at end of period,260449000,337110000,288768000,260745000
Operating Cash Flow,-22502000,46578000,17599000,-29616000
Capital Expenditure,-22106000,-22569000,-8738000,-9390000
Free Cash Flow,-44608000,24009000,8861000,-39006000
