Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,52436000,61868000,61278000,60786000
Depreciation & amortization,-,44674000,48152000,47477000
Change in working capital,-,1620000,-2744000,-4873000
Inventory,-,-4307000,-3313000,-10668000
Other working capital,-,40858000,36999000,31472000
Other non-cash items,-,2300000,258000,-4579000
Net cash provided by operating activites,-,112100000,108775000,81888000
Investments in property plant and equipment,-,-71242000,-71776000,-50416000
Acquisitions net,-,-33879000,-,-
Purchases of investments,-,-4153000,-1059000,-667000
Sales/Maturities of investments,-,322000,746000,2957000
Other investing activites,-,-1100000,-1701000,-3172000
Net cash used for investing activites,-,-100202000,-64394000,-44291000
Net change in cash,-,-2475000,4260000,-9269000
Cash at beginning of period,-,26913000,22624000,31516000
Cash at end of period,-,24481000,26913000,22624000
Operating Cash Flow,-,112100000,108775000,81888000
Capital Expenditure,-,-71242000,-71776000,-50416000
Free Cash Flow,-,40858000,36999000,31472000
