Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3632915,3363907,3286704,3082571
Liabilities,,,,
Total Liabilities,3216354,2988658,2920834,2741760
Stockholders' Equity,,,,
Common Stock,305035,308005,309772,305488
Retained Earnings,107831,75483,61001,40904
Accumulated other comprehensive income,3695,-8239,-4903,-5581
Total stockholders' equity,416561,375249,365870,340811
Total liabilities and stockholders' equity,3632915,3363907,3286704,3082571
