Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1280994,1573669,909763,1367532
Depreciation & amortization,-,326633,256844,190726
Change in working capital,-,-1368989,-989234,-1110861
Inventory,-,373714,-211054,-406251
Other working capital,-,-892305,-1155109,-147691
Other non-cash items,-,374376,-121509,82091
Net cash provided by operating activites,-,471046,-522719,336746
Investments in property plant and equipment,-,-1363351,-632390,-484437
Other investing activites,-,136477,-179152,-56825
Net cash used for investing activites,-,230741,-802670,-217513
Net change in cash,-,763022,-268190,227146
Cash at beginning of period,-,4195004,4463194,4236048
Cash at end of period,-,4958026,4195004,4463194
Operating Cash Flow,-,471046,-522719,336746
Capital Expenditure,-,-1363351,-632390,-484437
Free Cash Flow,-,-892305,-1155109,-147691
