Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1478058,1462915,1964568,1342933
Depreciation & amortization,-,1354188,1400262,1404846
Change in working capital,-,-442287,-648804,-221374
Inventory,-,-658117,-708894,375777
Other working capital,-,859457,2091536,1686768
Other non-cash items,-,-423486,255066,298715
Net cash provided by operating activites,-,1894992,2887474,3174443
Investments in property plant and equipment,-,-1035535,-795938,-1487675
Purchases of investments,-,-16797,-45912,-15361
Sales/Maturities of investments,-,-,-,27300
Other investing activites,-,-1897,16126,311
Net cash used for investing activites,-,-974212,-820413,-1441565
Net change in cash,-,-82542,1551816,739633
Cash at beginning of period,-,6593394,5041577,4301943
Cash at end of period,-,6510851,6593394,5041577
Operating Cash Flow,-,1894992,2887474,3174443
Capital Expenditure,-,-1035535,-795938,-1487675
Free Cash Flow,-,859457,2091536,1686768
