Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,11447000,10754000,13386000,12988000
Depreciation & amortization,16268000,15901000,15157000,15140000
Change in working capital,-10809000,-9121000,-5808000,3100000
Inventory,-3568000,-2187000,-5402000,3979000
Other working capital,2103000,6057000,10595000,14287000
Other non-cash items,-588000,2507000,-963000,1872000
Net cash provided by operating activites,19434000,21938000,22817000,29934000
Investments in property plant and equipment,-17331000,-15881000,-12222000,-15647000
Purchases of investments,-108000,-280000,-122000,-151000
Sales/Maturities of investments,1013000,1538000,418000,149000
Other investing activites,29000,77000,-347000,-3000
Net cash used for investing activites,-16023000,-14248000,-11799000,-14408000
Net change in cash,-4716000,227000,-1864000,1143000
Cash at beginning of period,15831000,14076000,15940000,14797000
Cash at end of period,11181000,14303000,14076000,15940000
Operating Cash Flow,19434000,21938000,22817000,29934000
Capital Expenditure,-17331000,-15881000,-12222000,-15647000
Free Cash Flow,2103000,6057000,10595000,14287000
