Breakdown,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Total Assets,342784,338467,339670,297865
Liabilities,,,,
Total Liabilities,4342,8048,8943,2957
Stockholders' Equity,,,,
Common Stock,110,110,110,110
Total stockholders' equity,338442,330419,330727,294908
Total liabilities and stockholders' equity,342784,338467,339670,297865
