Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-835192,-601424,-2172046,-911664
Depreciation & amortization,-,52430,253484,255148
Stock based compensation,-,37085,25936,-
Change in working capital,-,30854,48242,-84357
Inventory,-,28378,77694,-63117
Other working capital,-,-651793,-680075,-840571
Other non-cash items,-,-7103,-64111,-129910
Net cash provided by operating activites,-,-554831,-636720,-775025
Investments in property plant and equipment,-,-96962,-43355,-65546
Acquisitions net,-,-186689,-,-
Purchases of investments,-,-2067021,-206830,-248959
Sales/Maturities of investments,-,-,-,1000000
Other investing activites,-,-96587,22162,220
Net cash used for investing activites,-,-2308145,-228023,685715
Net change in cash,-,-1467253,160011,1004105
Cash at beginning of period,-,5580003,5419992,4415887
Cash at end of period,-,4112750,5580003,5419992
Operating Cash Flow,-,-554831,-636720,-775025
Capital Expenditure,-,-96962,-43355,-65546
Free Cash Flow,-,-651793,-680075,-840571
