Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,863917,837223,1333086,1620331
Depreciation & amortization,-,1633591,1524180,1448404
Change in working capital,-,-420660,485402,38741
Inventory,-,-77785,-25248,-18356
Other working capital,-,-3702852,555528,1168280
Other non-cash items,-,391495,133094,179774
Net cash provided by operating activites,-,3151387,3560382,3544625
Investments in property plant and equipment,-,-6854239,-3004854,-2376345
Acquisitions net,-,-,-,-174310
Purchases of investments,-,-2803,-26536,-2585
Sales/Maturities of investments,-,-,10000,1029501
Other investing activites,-,-238884,-138027,-130973
Net cash used for investing activites,-,-7080698,-3072858,-1614051
Net change in cash,-,-4543557,-2986940,7195556
Cash at beginning of period,-,5975177,8906956,1711400
Cash at end of period,-,1431619,5975177,8906956
Operating Cash Flow,-,3151387,3560382,3544625
Capital Expenditure,-,-6854239,-3004854,-2376345
Free Cash Flow,-,-3702852,555528,1168280
