Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,12512000,13914000,17354000,16363000
Depreciation & amortization,-,5184000,4772000,4188000
Change in working capital,-,-18456000,-33681000,-24358000
Inventory,-,-4357000,-21619000,-3991000
Other working capital,-,7699000,-24405000,303000
Other non-cash items,-,18815000,-3828000,2597000
Net cash provided by operating activites,-,15417000,-19755000,3959000
Investments in property plant and equipment,-,-7718000,-4650000,-3656000
Purchases of investments,-,-10355000,-38500000,-4128000
Sales/Maturities of investments,-,3602000,4690000,2422000
Other investing activites,-,-6588000,11228000,-13738000
Net cash used for investing activites,-,-20623000,-39971000,-18427000
Net change in cash,-,22926000,6504000,609000
Cash at beginning of period,-,34855000,27206000,25804000
Cash at end of period,-,58384000,34855000,27206000
Operating Cash Flow,-,15417000,-19755000,3959000
Capital Expenditure,-,-7718000,-4650000,-3656000
Free Cash Flow,-,7699000,-24405000,303000
