Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,48200,45806,44156,39749,36183
Interest Expense,14162,10743,6323,5293,4812
Income Before Tax,11566,11004,11626,4495,4059
Income Tax Expense,2719,2686,5022,1266,1133
Income from Continuing Operations,8847,8318,6604,3229,2926
Net Income,8847,8318,6604,3229,2926
Net Income available to common shareholders,8847,8318,6604,3229,2926
Basic EPS,-,0.50,0.39,0.18,0.13
Diluted EPS,-,0.50,0.39,0.18,0.13
Basic Average Shares,-,16493,16803,18165,23144
Diluted Average Shares,-,16527,16803,18165,23144
