Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1374591,1444621,1458072,1411943
Liabilities,,,,
Total Liabilities,327899,327173,329422,328498
Stockholders' Equity,,,,
Common Stock,7994,7994,7994,7994
Total stockholders' equity,1046692,1117448,1128650,1083445
Total liabilities and stockholders' equity,1374591,1444621,1458072,1411943
