Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,661498,816786,462357,1077328
Depreciation & amortization,-,3400824,3134802,3026222
Change in working capital,-,-455676,-624115,-308303
Inventory,-,-738654,-582253,-306864
Other working capital,-,-190193,-729980,243614
Other non-cash items,-,194954,370584,193012
Net cash provided by operating activites,-,3965839,3733831,4492598
Investments in property plant and equipment,-,-4156032,-4463811,-4248984
Purchases of investments,-,-29121,-23453,-22227
Other investing activites,-,55,-11006,-11987
Net cash used for investing activites,-,-4141309,-4461465,-4284534
Net change in cash,-,-587929,1129458,374009
Cash at beginning of period,-,4302153,3172695,2798685
Cash at end of period,-,3714223,4302153,3172695
Operating Cash Flow,-,3965839,3733831,4492598
Capital Expenditure,-,-4156032,-4463811,-4248984
Free Cash Flow,-,-190193,-729980,243614
