Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,46651553,23699612,23002159,21441326
Liabilities,,,,
Total Liabilities,40924312,21143352,20321575,18996681
Stockholders' Equity,,,,
Common Stock,322268,171038,267543,264950
Retained Earnings,1896427,1766994,1577311,1382901
Accumulated other comprehensive income,54277,-33138,-18517,-33725
Total stockholders' equity,5707015,2537801,2662757,2427483
Total liabilities and stockholders' equity,46651553,23699612,23002159,21441326
