Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2162000,2581000,3351000,2489000
Depreciation & amortization,-,2665000,2473000,2335000
Change in working capital,-,-2668000,-1539000,-978000
Inventory,-,-1894000,-1466000,409000
Other working capital,-,-471000,2512000,-150000
Other non-cash items,-,393000,500000,-96000
Net cash provided by operating activites,-,3236000,5017000,3750000
Investments in property plant and equipment,-,-3707000,-2505000,-3900000
Acquisitions net,-,-780000,-,-
Purchases of investments,-,-1013000,-2000,-2000
Sales/Maturities of investments,-,49000,0,441000
Other investing activites,-,-124000,-48000,97000
Net cash used for investing activites,-,-5694000,-1130000,-3336000
Net change in cash,-,-4123000,2106000,-105000
Cash at beginning of period,-,11402000,9296000,9401000
Cash at end of period,-,7278000,11402000,9296000
Operating Cash Flow,-,3236000,5017000,3750000
Capital Expenditure,-,-3707000,-2505000,-3900000
Free Cash Flow,-,-471000,2512000,-150000
