Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2546000,3990000,3947000,5544000
Depreciation & amortization,-,314000,343000,378000
Change in working capital,-,-1336000,1790000,-4937000
Inventory,-,107000,-,0
Other working capital,-,1175000,4277000,-1554000
Other non-cash items,-,-914000,-1076000,-1173000
Net cash provided by operating activites,-,2864000,4611000,428000
Investments in property plant and equipment,-,-1689000,-334000,-1982000
Purchases of investments,-,-1093000,-,-
Sales/Maturities of investments,-,5285000,22000,-
Other investing activites,-,41000,-1461000,-1721000
Net cash used for investing activites,-,2544000,-1773000,-3698000
Net change in cash,-,4599000,2637000,-4964000
Cash at beginning of period,-,27001000,24364000,29329000
Cash at end of period,-,31600000,27001000,24364000
Operating Cash Flow,-,2864000,4611000,428000
Capital Expenditure,-,-1689000,-334000,-1982000
Free Cash Flow,-,1175000,4277000,-1554000
