Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,7017776,6834176,6299274,6058487
Liabilities,,,,
Total Liabilities,6438104,6284712,5766666,5544634
Stockholders' Equity,,,,
Common Stock,315,315,315,315
Retained Earnings,433960,414327,381048,361192
Accumulated other comprehensive income,-9807,-12752,-8986,-8362
Total stockholders' equity,579672,549464,532608,513853
Total liabilities and stockholders' equity,7017776,6834176,6299274,6058487
