Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,515643,638143,708896,707048
Depreciation & amortization,-,58466,50713,49506
Change in working capital,-,-1967128,-688998,-1268564
Inventory,-,-1535041,-1195764,-1409704
Other working capital,-,-1478716,-522019,-1018452
Other non-cash items,-,161466,132249,173926
Net cash provided by operating activites,-,-1405509,-61496,-186336
Investments in property plant and equipment,-,-73207,-460523,-832116
Acquisitions net,-,-10000,-,-
Other investing activites,-,-15761,3278,126167
Net cash used for investing activites,-,-90654,-457245,-704268
Net change in cash,-,-710472,1643549,1113095
Cash at beginning of period,-,3458046,1814496,701401
Cash at end of period,-,2747573,3458046,1814496
Operating Cash Flow,-,-1405509,-61496,-186336
Capital Expenditure,-,-73207,-460523,-832116
Free Cash Flow,-,-1478716,-522019,-1018452
