Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,410816,367872,368060,282865
Liabilities,,,,
Total Liabilities,9996,11377,17813,6468
Stockholders' Equity,,,,
Common Stock,2407,2006,1778,1643
Total stockholders' equity,400820,356495,350247,276397
Total liabilities and stockholders' equity,410816,367872,368060,282865
