Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,657140,956255,923589,1172489
Depreciation & amortization,-,143308,155727,162182
Change in working capital,-,-1198409,4542850,-1893210
Inventory,-,-2359171,-,-
Other working capital,-,-323638,5544792,-303765
Other non-cash items,-,23333,-6186,79391
Net cash provided by operating activites,-,-227742,5619080,-46834
Investments in property plant and equipment,-,-95896,-74288,-256931
Purchases of investments,-,-199645,-1502,-123111
Sales/Maturities of investments,-,494454,56429,46356
Other investing activites,-,-8207,-5879,-34558
Net cash used for investing activites,-,-85930,10976,-322021
Net change in cash,-,-503322,4695191,-480896
Cash at beginning of period,-,7489534,2794343,3275239
Cash at end of period,-,6986212,7489534,2794343
Operating Cash Flow,-,-227742,5619080,-46834
Capital Expenditure,-,-95896,-74288,-256931
Free Cash Flow,-,-323638,5544792,-303765
