Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-397792,-1036506,-88128,606172
Depreciation & amortization,-,136829,146877,107246
Change in working capital,-,1145831,-1376245,-142817
Inventory,-,340542,-684147,-168457
Other working capital,-,427281,-2243765,693915
Other non-cash items,-,-9478,14890,33764
Net cash provided by operating activites,-,528706,-2127217,848299
Investments in property plant and equipment,-,-101425,-116548,-154384
Purchases of investments,-,-,-,-128472
Sales/Maturities of investments,-,19174,7185,-
Other investing activites,-,90052,-7950,864
Net cash used for investing activites,-,61373,-81950,-316317
Net change in cash,-,696108,-1055463,30637
Cash at beginning of period,-,163647,1219362,1188725
Cash at end of period,-,859756,163899,1219362
Operating Cash Flow,-,528706,-2127217,848299
Capital Expenditure,-,-101425,-116548,-154384
Free Cash Flow,-,427281,-2243765,693915
