Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,16666501,35023844,46324769,22284727
Liabilities,,,,
Total Liabilities,15337404,32953397,42261947,20997786
Stockholders' Equity,,,,
Common Stock,3588,3588,3588,3338
Retained Earnings,-,-,1144472,181812
Total stockholders' equity,1329097,2070447,4062822,1286941
Total liabilities and stockholders' equity,16666501,35023844,46324769,22284727
