Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,586297,482034,612190,199013
Liabilities,,,,
Total Liabilities,389418,305166,445096,76894
Stockholders' Equity,,,,
Common Stock,40000,40000,40000,40000
Total stockholders' equity,187057,168973,161937,115814
Total liabilities and stockholders' equity,586297,482034,612190,199013
