Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,8228,8228,7306,6944,6047
Interest Expense,1404,1404,977.826,810.628,743.894
Income Before Tax,1276,1276,896.127,507.772,602.41
Income Tax Expense,368.269,368.269,223.005,506.786,228.754
Income from Continuing Operations,907.713,907.713,673.122,0.986,373.656
Net Income,907.713,907.713,673.122,0.986,373.656
Net Income available to common shareholders,907.713,907.713,673.122,0.986,373.656
Basic EPS,-,-,0.17,0.00,0.09
Diluted EPS,-,-,0.17,0.00,0.09
Basic Average Shares,-,-,3894,4232,4232
Diluted Average Shares,-,-,3894,4232,4232
