Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,23290000,34196000,30507000,25951000
Depreciation & amortization,23417000,14093000,12490000,16286000
Change in working capital,-2315000,-712000,3491000,1592000
Inventory,-2063000,-964000,610000,1954000
Other working capital,-4023000,25322000,36349000,28790000
Other non-cash items,866000,797000,824000,940000
Net cash provided by operating activites,54370000,49131000,53980000,43759000
Investments in property plant and equipment,-58393000,-23809000,-17631000,-14969000
Purchases of investments,-1034000,-1000,-1295000,-
Sales/Maturities of investments,-,1282000,-,143000
Other investing activites,-190000,1000,442000,1211000
Net cash used for investing activites,-59617000,-22527000,-18484000,-13615000
Net change in cash,-37312000,4757000,19742000,20836000
Cash at beginning of period,149451000,154485000,134743000,113907000
Cash at end of period,112642000,159242000,154485000,134743000
Operating Cash Flow,54370000,49131000,53980000,43759000
Capital Expenditure,-58393000,-23809000,-17631000,-14969000
Free Cash Flow,-4023000,25322000,36349000,28790000
