Breakdown,ttm,1/31/2019,1/31/2018,1/31/2017
Net Income,93709,147686,263436,264190
Depreciation & amortization,-,123873,129524,144741
Change in working capital,-,22044,-40592,46892
Other working capital,-,-12894,270483,133211
Other non-cash items,-,-59903,42037,-6432
Net cash provided by operating activites,-,65064,423811,341393
Investments in property plant and equipment,-,-77958,-153328,-208182
Purchases of investments,-,-1210050,-,-
Sales/Maturities of investments,-,1200000,-,1485
Other investing activites,-,2370,-3230,-200837
Net cash used for investing activites,-,-85638,-156008,-407534
Net change in cash,-,-208681,192673,-141548
Cash at beginning of period,-,1653106,1460433,1601981
Cash at end of period,-,1444425,1653106,1460433
Operating Cash Flow,-,65064,423811,341393
Capital Expenditure,-,-77958,-153328,-208182
Free Cash Flow,-,-12894,270483,133211
