Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,8246145,7516154,5416006,5167052
Liabilities,,,,
Total Liabilities,7093026,6476796,4814065,4595014
Stockholders' Equity,,,,
Common Stock,519,483,336,336
Retained Earnings,358668,305056,271023,238192
Accumulated other comprehensive income,-1208,-3450,-5349,-5614
Total stockholders' equity,1153119,1039358,601941,572038
Total liabilities and stockholders' equity,8246145,7516154,5416006,5167052
