Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,7805000,6745000,5638000,5056000
Depreciation & amortization,-,837000,895000,995000
Change in working capital,-,-603000,-4571000,4328000
Inventory,-,-2785000,919000,1274000
Other working capital,-,6808000,1527000,10127000
Other non-cash items,-,131000,469000,260000
Net cash provided by operating activites,-,7683000,2117000,10643000
Investments in property plant and equipment,-,-875000,-590000,-516000
Acquisitions net,-,-,-297000,-223000
Purchases of investments,-,-135000,-234000,-217000
Sales/Maturities of investments,-,66000,464000,248000
Other investing activites,-,-291000,-357000,123000
Net cash used for investing activites,-,1137000,-1010000,-484000
Net change in cash,-,6199000,-1116000,8352000
Cash at beginning of period,-,25741000,26858000,18505000
Cash at end of period,-,31941000,25741000,26858000
Operating Cash Flow,-,7683000,2117000,10643000
Capital Expenditure,-,-875000,-590000,-516000
Free Cash Flow,-,6808000,1527000,10127000
