Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,443594,586301,465115,407934
Depreciation & amortization,-,34498,46134,61534
Change in working capital,-,-42191,105025,264901
Inventory,-,-108607,5629,387612
Other working capital,-,572722,652610,588801
Other non-cash items,-,1448,1533,-22655
Net cash provided by operating activites,-,572722,652610,588801
Purchases of investments,-,-659318,-20132,-38982
Sales/Maturities of investments,-,202774,697,41530
Other investing activites,-,-13712,-9092,-12966
Net cash used for investing activites,-,-456476,-17407,-10418
Net change in cash,-,-262171,555270,309798
Cash at beginning of period,-,4066263,3510992,3201194
Cash at end of period,-,3804091,4066263,3510992
Operating Cash Flow,-,572722,652610,588801
Free Cash Flow,-,572722,652610,588801
