Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4967062,950585,-754429,287581
Depreciation & amortization,-,981429,816127,755320
Change in working capital,-,-29957,591795,-385006
Inventory,-,-486302,190085,-156193
Other working capital,-,-820756,-1567538,-308958
Other non-cash items,-,181446,1146325,-315106
Net cash provided by operating activites,-,993965,1305303,717801
Investments in property plant and equipment,-,-1814721,-2872841,-1026759
Purchases of investments,-,-9225,-4442,-4259
Sales/Maturities of investments,-,20307,2,96
Other investing activites,-,-100479,-25621,-85312
Net cash used for investing activites,-,-875285,-2899601,499497
Net change in cash,-,-125856,-228050,684509
Cash at beginning of period,-,4154125,4382176,3697667
Cash at end of period,-,4028269,4154125,4382176
Operating Cash Flow,-,993965,1305303,717801
Capital Expenditure,-,-1814721,-2872841,-1026759
Free Cash Flow,-,-820756,-1567538,-308958
