Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,179839,179839,161321,138319,121321
Interest Expense,135390,135390,86382,42942,23499
Income Before Tax,68658,68658,60369,47470,41689
Income Tax Expense,8465,8465,5945,9482,13048
Income from Continuing Operations,60193,60193,54424,37988,28641
Net Income,60193,60193,54424,37988,28641
Net Income available to common shareholders,54440,54440,52304,37988,28641
