Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-2937,-2957,-205.239,-6.022,-6.885
Acquisitions net,-,0.071,-,-,-
Purchases of investments,-,-387.621,-98.406,-49.5,-
Sales/Maturities of investments,1998,92.72,84.945,21.555,-
Other investing activites,-,-,-,-,33
Net cash used for investing activites,1022,-432.011,-218.7,-33.967,75.115
Common stock issued,7108,804.607,2356,1134,1107
Common stock repurchased,-,-,-,145.927,-
Net cash used privided by (used for) financing activities,7108,1205,2356,1280,1107
Net change in cash,5776,-667.89,325.974,-416.462,253.482
Cash at beginning of period,341.953,863.699,537.725,954.187,700.705
Cash at end of period,6118,195.809,863.699,537.725,954.187
Capital Expenditure,-2937,-2957,-205.239,-6.022,-6.885
Free Cash Flow,-5292,-4398,-2016,-1669,-935.179
