Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,168590000,322319000,361922000,150008000
Depreciation & amortization,304172000,248308000,267922000,222641000
Change in working capital,224293000,-63672000,-86416000,-378532000
Inventory,166152000,-28866000,-145644000,-122901000
Other working capital,531259000,118820000,481543000,20067000
Other non-cash items,32031000,32865000,28366000,25137000
Net cash provided by operating activites,749601000,344184000,707106000,225781000
Investments in property plant and equipment,-218342000,-225364000,-225563000,-205714000
Acquisitions net,-,-46485000,-1674000,-17000
Purchases of investments,-34260000,-8155000,-10763000,-54600000
Sales/Maturities of investments,-,17080000,50895000,41787000
Other investing activites,-28910000,-16366000,-18613000,12021000
Net cash used for investing activites,-275426000,-206900000,-95104000,-251910000
Net change in cash,-24638000,-59378000,103779000,-164439000
Cash at beginning of period,395442000,437117000,343039000,532273000
Cash at end of period,370804000,378945000,437117000,343039000
Operating Cash Flow,749601000,344184000,707106000,225781000
Capital Expenditure,-218342000,-225364000,-225563000,-205714000
Free Cash Flow,531259000,118820000,481543000,20067000
