Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,943760,974181,856128,1025999
Depreciation & amortization,-,220352,174625,141275
Change in working capital,-,-716014,-105910,430330
Inventory,-,-444804,-213973,-178191
Other working capital,-,116021,922886,1011725
Other non-cash items,-,-173273,123503,-160359
Net cash provided by operating activites,-,290272,1205839,1152166
Investments in property plant and equipment,-,-174251,-282953,-140441
Sales/Maturities of investments,-,21739,22296,59150
Other investing activites,-,2297,-6336,-55591
Net cash used for investing activites,-,-195215,-266993,-136882
Net change in cash,-,-796845,719369,697844
Cash at beginning of period,-,6095024,5375654,4677810
Cash at end of period,-,5298179,6095024,5375654
Operating Cash Flow,-,290272,1205839,1152166
Capital Expenditure,-,-174251,-282953,-140441
Free Cash Flow,-,116021,922886,1011725
