Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,4384178,4311698,4105210,3710340
Liabilities,,,,
Total Liabilities,3945231,3915405,3724033,3390286
Stockholders' Equity,,,,
Common Stock,17489,17489,17490,17487
Retained Earnings,313364,279867,257078,237687
Accumulated other comprehensive income,-14513,-21281,-11916,-13951
Total stockholders' equity,438947,396293,381177,320054
Total liabilities and stockholders' equity,4384178,4311698,4105210,3710340
