Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,86897000,113444000,105663000,93858000
Depreciation & amortization,-,72620000,68884000,64046000
Change in working capital,-,-51423000,-21957000,-17456000
Inventory,-,-29898000,-5168000,-7719000
Other working capital,-,156546000,176804000,151352000
Other non-cash items,-,4991000,-1529000,4434000
Net cash provided by operating activites,-,156546000,176804000,151352000
Acquisitions net,-,-,-8329000,-
Purchases of investments,-,-92000,-807000,-84000
Sales/Maturities of investments,-,17000,226000,851000
Other investing activites,-,-89848000,-98419000,-88693000
Net cash used for investing activites,-,-86569000,-107035000,-87393000
Net change in cash,-,-32122000,69270000,1212000
Cash at beginning of period,-,329949000,260678000,259276000
Cash at end of period,-,305311000,329949000,260678000
Operating Cash Flow,-,156546000,176804000,151352000
Free Cash Flow,-,156546000,176804000,151352000
