Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13298195,9809914,7844578,7142009
Depreciation & amortization,-,1138737,1079671,910775
Change in working capital,-,-2037136,377388,-940347
Inventory,-,-729070,169837,-1361182
Other working capital,-,8419344,6158651,4708800
Other non-cash items,-,155818,238055,88584
Net cash provided by operating activites,-,9657796,9857386,6987947
Investments in property plant and equipment,-,-1238452,-3698735,-2279147
Purchases of investments,-,-25000000,-19500000,-18500000
Sales/Maturities of investments,-,20500000,18500000,9500000
Other investing activites,-,100221,231666,148566
Net cash used for investing activites,-,-5638231,-4467069,-11129081
Net change in cash,-,1546464,3125865,-6112976
Cash at beginning of period,-,18674055,15548190,21661166
Cash at end of period,-,20220520,18674055,15548190
Operating Cash Flow,-,9657796,9857386,6987947
Capital Expenditure,-,-1238452,-3698735,-2279147
Free Cash Flow,-,8419344,6158651,4708800
