Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,86572000,54323000,63159000,45987000
Depreciation & amortization,29657000,30459000,29465000,28966000
Change in working capital,24268000,-19346000,-16954000,902000
Inventory,8610000,-3491000,-17409000,-7112000
Other working capital,51381000,32200000,35131000,52059000
Other non-cash items,-,-,-,-7004000
Net cash provided by operating activites,88382000,71245000,73673000,77875000
Investments in property plant and equipment,-37001000,-39045000,-38542000,-25816000
Acquisitions net,-,-1328000,-20872000,0
Purchases of investments,-2413000,-602000,-649000,-3419000
Sales/Maturities of investments,1435000,465000,3776000,4606000
Other investing activites,18119000,261000,-545000,93000
Net cash used for investing activites,47338000,-34957000,-55842000,-15041000
Net change in cash,112321000,-2773000,-13003000,43116000
Cash at beginning of period,95816000,113023000,126026000,82910000
Cash at end of period,214406000,110250000,113023000,126026000
Operating Cash Flow,88382000,71245000,73673000,77875000
Capital Expenditure,-37001000,-39045000,-38542000,-25816000
Free Cash Flow,51381000,32200000,35131000,52059000
