Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,36620583,31244849,27915970,25668553
Liabilities,,,,
Total Liabilities,32929333,27977279,24939031,22972936
Stockholders' Equity,,,,
Common Stock,182951,181518,181068,303235
Retained Earnings,1899630,1610574,1313657,1096518
Accumulated other comprehensive income,-34678,-76872,-41835,-65328
Total stockholders' equity,3691250,3267570,2976939,2695617
Total liabilities and stockholders' equity,36620583,31244849,27915970,25668553
