Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,1317501,920501,872249,548539
Depreciation & amortization,-,793347,627995,580057
Change in working capital,-,-294813,9906,164385
Inventory,-,12083,-59256,-33174
Other working capital,-,-1104116,902525,540639
Other non-cash items,-,-134415,125503,-125125
Net cash provided by operating activites,-,1577769,1685808,1100590
Investments in property plant and equipment,-,-2681885,-783283,-559951
Acquisitions net,-,-,-289994,-
Purchases of investments,-,-98830,-7973,-848815
Other investing activites,-,103254,112742,-3730
Net cash used for investing activites,-,-2630561,-933644,-1409056
Net change in cash,-,-970837,993530,-113866
Cash at beginning of period,-,3806078,2812547,2926414
Cash at end of period,-,2835240,3806078,2812547
Operating Cash Flow,-,1577769,1685808,1100590
Capital Expenditure,-,-2681885,-783283,-559951
Free Cash Flow,-,-1104116,902525,540639
