Breakdown,ttm,12/31/2019,12/31/2018,3/31/2017
Net Income,23358000,23358000,18271000,20599000
Depreciation & amortization,15132000,15132000,15266000,13739000
Change in working capital,-15974000,-15974000,-5482000,-3644000
Inventory,1192000,1192000,-14854000,-9136000
Other working capital,26720000,26720000,34610000,33816000
Other non-cash items,1186000,1186000,2080000,1955000
Net cash provided by operating activites,26720000,26720000,34610000,33816000
Purchases of investments,-5733000,-5733000,-6524000,-11434000
Sales/Maturities of investments,9156000,9156000,7470000,13925000
Other investing activites,-27428000,-27428000,-16885000,-21699000
Net cash used for investing activites,-24077000,-24077000,-15927000,-18563000
Net change in cash,-17891000,-17891000,-29054000,-1037000
Cash at beginning of period,110556000,110556000,139102000,91185000
Cash at end of period,93351000,93351000,110556000,90683000
Operating Cash Flow,26720000,26720000,34610000,33816000
Free Cash Flow,26720000,26720000,34610000,33816000
