Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,363307,255869,-1214926,169744
Depreciation & amortization,-,224560,170188,118360
Change in working capital,-,225742,6575,-21877
Inventory,-,-21251,-6018,2048
Other working capital,-,87311,-285412,90817
Other non-cash items,-,29370,-10564,1188
Net cash provided by operating activites,-,825002,81955,214452
Investments in property plant and equipment,-,-737691,-367367,-123635
Acquisitions net,-,-,-185333,-
Purchases of investments,-,-1238,-,-508504
Sales/Maturities of investments,-,42737,-,54632
Other investing activites,-,1,2702,-1567
Net cash used for investing activites,-,-696262,-550837,-578544
Net change in cash,-,-104028,-42112,-93089
Cash at beginning of period,-,955840,997952,1091042
Cash at end of period,-,851811,955840,997952
Operating Cash Flow,-,825002,81955,214452
Capital Expenditure,-,-737691,-367367,-123635
Free Cash Flow,-,87311,-285412,90817
