Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2527413,2427471,2217262,2033266
Liabilities,,,,
Total Liabilities,781108,674454,597393,568691
Stockholders' Equity,,,,
Common Stock,1180000,1180000,1180000,1180000
Retained Earnings,353213,369460,253846,128221
Total stockholders' equity,1636968,1652881,1517952,1369124
Total liabilities and stockholders' equity,2527413,2427471,2217262,2033266
