Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,279686,267493,112106,247285
Depreciation & amortization,-,90414,95508,77744
Change in working capital,-,-73887,20633,84794
Inventory,-,-27481,12675,22602
Other working capital,-,308886,-34748,327440
Other non-cash items,-,72859,-46687,13998
Net cash provided by operating activites,-,349991,31773,424472
Investments in property plant and equipment,-,-41105,-66521,-97032
Purchases of investments,-,-5503,-5378,-5034
Sales/Maturities of investments,-,-,48846,-
Other investing activites,-,678,-89,-289
Net cash used for investing activites,-,124857,-19985,-99407
Net change in cash,-,311286,-133449,199914
Cash at beginning of period,-,1401332,1534781,1334867
Cash at end of period,-,1712618,1401332,1534781
Operating Cash Flow,-,349991,31773,424472
Capital Expenditure,-,-41105,-66521,-97032
Free Cash Flow,-,308886,-34748,327440
