Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2485000,2006000,2123000,2010000
Depreciation & amortization,-,1703000,1615000,1522000
Change in working capital,-,-167000,-2447000,1473000
Inventory,-,-687000,-1023000,517000
Other working capital,-,1407000,-1601000,2897000
Other non-cash items,-,1110000,141000,-646000
Net cash provided by operating activites,-,4153000,1636000,4298000
Investments in property plant and equipment,-,-2746000,-3237000,-1401000
Acquisitions net,-,-863000,-590000,-
Purchases of investments,-,-980000,-1909000,-499000
Sales/Maturities of investments,-,80000,0,15000
Other investing activites,-,-68000,131000,-247000
Net cash used for investing activites,-,-4163000,-5389000,-2071000
Net change in cash,-,-716000,1098000,-197000
Cash at beginning of period,-,6321000,5222000,5420000
Cash at end of period,-,5604000,6321000,5222000
Operating Cash Flow,-,4153000,1636000,4298000
Capital Expenditure,-,-2746000,-3237000,-1401000
Free Cash Flow,-,1407000,-1601000,2897000
