Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,956000,1278000,1879000,2239000
Depreciation & amortization,-,842000,898000,1075000
Change in working capital,-,16265000,16145000,-3950000
Other working capital,-,15669000,5114000,-6000000
Other non-cash items,-,-2396000,-9348000,10571000
Net cash provided by operating activites,-,16086000,5505000,-5200000
Investments in property plant and equipment,-,-417000,-391000,-800000
Purchases of investments,-,-139311000,-98707000,-62263000
Sales/Maturities of investments,-,129907000,94671000,77511000
Other investing activites,-,-2000,-1000,-2000
Net cash used for investing activites,-,-9808000,-4428000,14404000
Net change in cash,-,5778000,573000,3280000
Cash at beginning of period,-,35604000,35030000,31750000
Cash at end of period,-,41382000,35604000,35030000
Operating Cash Flow,-,16086000,5505000,-5200000
Capital Expenditure,-,-417000,-391000,-800000
Free Cash Flow,-,15669000,5114000,-6000000
