Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2821888,2856097,3201068,2229534
Depreciation & amortization,-,437656,429874,443105
Change in working capital,-,-2500946,-2574248,1141225
Inventory,-,109696,-1907548,-1932662
Other working capital,-,-2605055,475771,4191820
Other non-cash items,-,192835,-299000,71111
Net cash provided by operating activites,-,1016469,889826,4777564
Investments in property plant and equipment,-,-3621524,-414055,-585744
Purchases of investments,-,-4803008,-5964346,-5352475
Sales/Maturities of investments,-,5908816,5478255,4055583
Other investing activites,-,68082,-19899,-1
Net cash used for investing activites,-,-2424978,-886262,-1835768
Net change in cash,-,-2003198,-457707,2331954
Cash at beginning of period,-,9686048,10143756,7811802
Cash at end of period,-,7731896,9686048,10143756
Operating Cash Flow,-,1016469,889826,4777564
Capital Expenditure,-,-3621524,-414055,-585744
Free Cash Flow,-,-2605055,475771,4191820
