Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,906652,424071,352219,516089
Depreciation & amortization,-,472154,465282,494522
Change in working capital,-,-147288,142936,185644
Inventory,-,-339474,157101,-143361
Other working capital,-,320371,90812,-627888
Other non-cash items,-,-49054,134236,102584
Net cash provided by operating activites,-,666220,476859,1147623
Investments in property plant and equipment,-,-345849,-386047,-1775511
Acquisitions net,-,-,-886910,-
Purchases of investments,-,-987000,-117500,-
Sales/Maturities of investments,-,645359,40000,217442
Other investing activites,-,15583,-10022,113763
Net cash used for investing activites,-,114836,373458,-1513103
Net change in cash,-,-1339124,333718,68366
Cash at beginning of period,-,8064001,7730283,7661917
Cash at end of period,-,6724876,8064001,7730283
Operating Cash Flow,-,666220,476859,1147623
Capital Expenditure,-,-345849,-386047,-1775511
Free Cash Flow,-,320371,90812,-627888
