Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-525.299,-296.97,-63.44,-,-
Sales/Maturities of investments,-,357.287,26.054,-,-
Other investing activites,45.512,145.173,-,-,80
Net cash used for investing activites,397.755,443.69,-37.386,4.808,98.914
Common stock issued,2421,750.006,0.714,350,2101
Common stock repurchased,-169.617,-59.739,-10.672,-18.904,-214.462
Net cash used privided by (used for) financing activities,2251,690.267,-9.958,331.096,1887
Net change in cash,1506,-42.959,-992.812,-405.679,637.326
Cash at beginning of period,480.043,470.269,1463,1869,1231
Cash at end of period,1986,427.318,470.269,1463,1869
Capital Expenditure,-525.299,-296.97,-63.44,-,-
Free Cash Flow,-1668,-1474,-1009,-741.583,-1348
