Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4871000,5560000,6102000,5449000
Depreciation & amortization,-,1191000,988000,978000
Change in working capital,-,13175000,-20171000,95204000
Other working capital,-,18446000,-28477000,98784000
Other non-cash items,-,-30340000,-45033000,-30663000
Net cash provided by operating activites,-,21340000,-27450000,100456000
Investments in property plant and equipment,-,-2894000,-1027000,-1672000
Purchases of investments,-,-160134000,-205536000,-929833000
Sales/Maturities of investments,-,170066000,193173000,913300000
Net cash used for investing activites,-,9372000,-13311000,-18096000
Net change in cash,-,29458000,-42160000,81291000
Cash at beginning of period,-,267660000,309820000,228529000
Cash at end of period,-,297119000,267660000,309820000
Operating Cash Flow,-,21340000,-27450000,100456000
Capital Expenditure,-,-2894000,-1027000,-1672000
Free Cash Flow,-,18446000,-28477000,98784000
