Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,413307,413307,380719,340555,306064
Interest Expense,54736,54736,42728,20929,14741
Income Before Tax,169562,169562,159752,136305,107937
Income Tax Expense,34683,34683,33938,49866,37263
Income from Continuing Operations,134879,134879,125814,86439,70674
Net Income,134879,134879,125814,86439,70674
Net Income available to common shareholders,134879,134879,125814,86439,70674
Basic EPS,-,-,3.85,2.72,2.27
Diluted EPS,-,-,3.76,2.65,2.22
Basic Average Shares,-,-,32689,31814,31230
Diluted Average Shares,-,-,33431,32568,31823
