Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4889880,4442880,1887338,2023611
Depreciation & amortization,-,388108,422807,882762
Change in working capital,-,2015231,-2489028,2001211
Inventory,-,305532,-955103,236547
Other working capital,-,4264853,-1026285,5029101
Other non-cash items,-,-54168,31100,272932
Net cash provided by operating activites,-,5505077,-813373,5504383
Investments in property plant and equipment,-,-1240224,-212912,-475282
Acquisitions net,-,-522611,-954306,-459352
Purchases of investments,-,-1200000,-681713,-1224403
Sales/Maturities of investments,-,1066550,1964855,1059087
Other investing activites,-,19554,39920,-91021
Net cash used for investing activites,-,664879,184156,-1173607
Net change in cash,-,5608226,-1188514,3368225
Cash at beginning of period,-,19346939,20535453,16598135
Cash at end of period,-,24955165,19346939,20535453
Operating Cash Flow,-,5505077,-813373,5504383
Capital Expenditure,-,-1240224,-212912,-475282
Free Cash Flow,-,4264853,-1026285,5029101
