Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-450.023,-450.023,-499.189,-274.246,-390.868
Purchases of investments,-,-,-,-,-13.86
Other investing activites,-222.919,-222.919,-,2.5,-
Net cash used for investing activites,-671.093,-671.093,-497.866,-263.133,-378.71
Common stock issued,-,-,1769,-,-
Common stock repurchased,-15.187,-15.187,-19.586,-,-
Other financing activites,-191.797,-191.797,-,-,-
Net cash used privided by (used for) financing activities,-206.984,-206.984,2249,-,-
Net change in cash,-1727,-1727,840.353,-882.421,-889.595
Cash at beginning of period,1977,1977,1136,2019,2909
Cash at end of period,249.816,249.816,1977,1136,2019
Capital Expenditure,-450.023,-450.023,-499.189,-274.246,-390.868
Free Cash Flow,-1299,-1299,-1410,-893.534,-901.753
