Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,190726,190726,151680,131763,126917
Interest Expense,31249,31249,19139,11121,8461
Income Before Tax,71239,71239,56057,52210,49130
Income Tax Expense,12017,12017,9528,11534,13946
Income from Continuing Operations,59222,59222,46529,40676,35184
Net Income,59222,59222,46529,40676,35184
Net Income available to common shareholders,59222,59222,46529,40676,35184
Basic EPS,-,-,1.99,1.77,1.57
Diluted EPS,-,-,1.99,1.77,1.57
Basic Average Shares,-,-,23382,22925,22389
Diluted Average Shares,-,-,23382,22925,22391
