Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,18569497,14798303,15168669,12989453
Liabilities,,,,
Total Liabilities,16418589,13000030,12436299,10566035
Stockholders' Equity,,,,
Common Stock,1618,1618,1151,1154
Retained Earnings,1655256,1277732,2180415,1878945
Total stockholders' equity,2141401,1790369,2420602,2166186
Total liabilities and stockholders' equity,18569497,14798303,15168669,12989453
