Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1695531,916442,94205,1094941
Depreciation & amortization,-,275490,218514,-
Change in working capital,-,8150,-1474705,-
Inventory,-,-83316,-1258859,-
Other working capital,-,1476307,-1474647,-1217777
Other non-cash items,-,15336,22072,-
Net cash provided by operating activites,-,1649717,-830865,-
Investments in property plant and equipment,-,-173410,-643782,-274594
Acquisitions net,-,-14643,-48674,-50000
Purchases of investments,-,-40000,-,-10497
Sales/Maturities of investments,-,40000,-,-
Other investing activites,-,-72532,-77824,-136959
Net cash used for investing activites,-,-253109,-770280,-842410
Net change in cash,-,719541,-1467289,-36357
Cash at beginning of period,-,1282476,2606248,2535917
Cash at end of period,-,2002017,1282476,2606248
Operating Cash Flow,-,1649717,-830865,-
Capital Expenditure,-,-173410,-643782,-274594
Free Cash Flow,-,1476307,-1474647,-1217777
