Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,16885000,16885000,21939000,24024000,5366000
Depreciation & amortization,10298000,10298000,9771000,8965000,9194000
Change in working capital,10592000,10592000,3604000,4479000,3534000
Inventory,-3000,-3000,-98000,-50000,-136000
Other working capital,28452000,28452000,21739000,16755000,4495000
Other non-cash items,187000,187000,-424000,-873000,280000
Net cash provided by operating activites,44952000,44952000,34817000,31973000,19761000
Investments in property plant and equipment,-16500000,-16500000,-13078000,-15218000,-15266000
Other investing activites,157000,157000,1224000,2287000,3193000
Net cash used for investing activites,-14569000,-14569000,-10115000,-12342000,-11032000
Net change in cash,15297000,15297000,17357000,4724000,856000
Cash at beginning of period,43326000,43326000,25969000,21244000,20388000
Cash at end of period,58624000,58624000,43326000,25969000,21244000
Operating Cash Flow,44952000,44952000,34817000,31973000,19761000
Capital Expenditure,-16500000,-16500000,-13078000,-15218000,-15266000
Free Cash Flow,28452000,28452000,21739000,16755000,4495000
