Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8035422,6655422,5811557,5030358
Depreciation & amortization,-,820542,540134,638893
Change in working capital,-,-2975837,-100274,-4159557
Inventory,-,-2474269,783488,-3929360
Other working capital,-,2851557,7198078,1528298
Other non-cash items,-,184060,843331,81964
Net cash provided by operating activites,-,4093704,7749420,2292104
Investments in property plant and equipment,-,-1242147,-551342,-763806
Acquisitions net,-,-5003,-2395943,-13000
Purchases of investments,-,-201862,-126453,-139178
Sales/Maturities of investments,-,-,-,0
Other investing activites,-,-150533,-57049,-206573
Net cash used for investing activites,-,-1755260,-3036087,810550
Net change in cash,-,3269469,3159051,802595
Cash at beginning of period,-,17932266,14773214,13952366
Cash at end of period,-,21201736,17932266,14773214
Operating Cash Flow,-,4093704,7749420,2292104
Capital Expenditure,-,-1242147,-551342,-763806
Free Cash Flow,-,2851557,7198078,1528298
