Breakdown,ttm,7/31/2019
Total Revenue,0,0
Selling General and Administrative,964.407,464.771
Total Operating Expenses,964.407,464.771
Operating Income or Loss,-964.407,-464.771
Income Before Tax,-449.226,-376.548
Income from Continuing Operations,-449.226,-376.548
Net Income,-449.226,-376.548
Net Income available to common shareholders,-449.226,-376.548
