Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,183146,325980,549115,505070
Depreciation & amortization,-,1242598,1211678,1152017
Change in working capital,-,-156936,-197149,-296231
Other working capital,-,663006,1285155,1338633
Other non-cash items,-,123439,185547,71041
Net cash provided by operating activites,-,1507978,1487312,1530685
Investments in property plant and equipment,-,-844972,-202157,-192052
Purchases of investments,-,-17347,-288100,-17521
Sales/Maturities of investments,-,4,416373,90001
Other investing activites,-,-7602,4030,-33212
Net cash used for investing activites,-,-883860,-53177,-152825
Net change in cash,-,-562567,-3627,648589
Cash at beginning of period,-,3989126,3992753,3345183
Cash at end of period,-,3426559,3989126,3992753
Operating Cash Flow,-,1507978,1487312,1530685
Capital Expenditure,-,-844972,-202157,-192052
Free Cash Flow,-,663006,1285155,1338633
